Libro,Capítulo,Versículo,Texto
1 Juan,3,10,"En esto son manifiestos los hijos de Dios, y los hijos del diablo: cualquiera que no hace justicia, y que no ama a su hermano, no es de Dios. εν τουτω φανερα εστιν τα τεκνα του θεου και τα τεκνα του διαβολου πας ο μη ποιων δικαιοσυνην ουκ εστιν εκ του θεου και ο μη αγαπων τον αδελφον αυτου"
1 Juan,3,11,"Porque, este es el mensaje que habéis oído desde el principio: Que nos amemos unos a otros. οτι αυτη εστιν η αγγελια ην ηκουσατε απ αρχης ινα αγαπωμεν αλληλους"
1 Juan,3,12,"No como Caín, que era del maligno, y mató a su hermano. ¿Y por qué causa le mató? Porque sus obras eran malas, y las de su hermano justas. ου καθως καιν εκ του πονηρου ην και εσφαξεν τον αδελφον αυτου και χαριν τινος εσφαξεν αυτον οτι τα εργα αυτου πονηρα ην τα δε του αδελφου αυτου δικαια"
1 Juan,3,13,"Hermanos míos, no os maravilléis si el mundo os aborrece. μη θαυμαζετε αδελφοι ει μισει υμας ο κοσμος"
1 Juan,3,14,"Nosotros sabemos que hemos pasado de muerte a vida, en que amamos a los hermanos. El que no ama a su hermano, está en muerte. ημεις οιδαμεν οτι μεταβεβηκαμεν εκ του θανατου εις την ζωην οτι αγαπωμεν τους αδελφους ο μη αγαπων μενει εν τω θανατω"
1 Juan,3,15,"Cualquiera que aborrece a su hermano, es homicida; y sabéis que ningún homicida tiene vida eterna permaneciente en sí. πας ο μισων τον αδελφον αυτου ανθρωποκτονος εστιν και οιδατε οτι πας ανθρωποκτονος ουκ εχει ζωην αιωνιον εν αυτω μενουσαν"
1 Juan,3,16,"En esto hemos conocido el amor, porque él puso su vida por nosotros: también nosotros debemos poner nuestras vidas por los hermanos. εν τουτω εγνωκαμεν την αγαπην οτι εκεινος υπερ ημων την ψυχην αυτου εθηκεν και ημεις οφειλομεν υπερ των αδελφων τας ψυχας θειναι"
1 Juan,3,17,"Mas el que tuviere bienes de este mundo, y viere a su hermano tener necesidad, y le cerrare sus entrañas, ¿cómo está el amor de Dios en él? ος δ αν εχη τον βιον του κοσμου και θεωρη τον αδελφον αυτου χρειαν εχοντα και κλειση τα σπλαγχνα αυτου απ αυτου πως η αγαπη του θεου μενει εν αυτω"
1 Juan,3,18,"Hijitos míos, no amemos de palabra ni de lengua, sino de obra y en verdad. τεκνια μη αγαπωμεν λογω μηδε τη γλωσση αλλα εν εργω και αληθεια"
1 Juan,3,19,"Y en esto conocemos que somos de la verdad, y tenemos nuestros corazones certificados delante de él. εν τουτω γνωσομεθα οτι εκ της αληθειας εσμεν και εμπροσθεν αυτου πεισομεν την καρδιαν ημων"
1 Juan,3,20,"Porque si nuestro corazón nos reprendiere, mayor es Dios que nuestro corazón, y conoce todas las cosas. οτι εαν καταγινωσκη ημων η καρδια οτι μειζων εστιν ο θεος της καρδιας ημων και γινωσκει παντα"
1 Juan,3,21,"Carísimos, si nuestro corazón no nos reprende, confianza tenemos en Dios; αγαπητοι εαν η καρδια μη καταγινωσκη παρρησιαν εχομεν προς τον θεον"
1 Juan,3,22,"y cualquier cosa que pidiéremos, la recibiremos de él, porque guardamos sus mandamientos, y hacemos las cosas que son agradables delante de él. και ο εαν αιτωμεν λαμβανομεν απ αυτου οτι τας εντολας αυτου τηρουμεν και τα αρεστα ενωπιον αυτου ποιουμεν"
1 Juan,3,23,"Y éste es su mandamiento: Que creamos en el nombre de su Hijo Jesucristo, y nos amemos unos a otros como nos lo ha mandado. και αυτη εστιν η εντολη αυτου ινα πιστευσωμεν τω ονοματι του υιου αυτου ιησου χριστου και αγαπωμεν αλληλους καθως εδωκεν εντολην ημιν"
1 Juan,3,24,"Y el que guarda sus mandamientos, está en él, y él en él. Y en esto sabemos que él permanece en nosotros, por el Espíritu que nos ha dado. και ο τηρων τας εντολας αυτου εν αυτω μενει και αυτος εν αυτω και εν τουτω γινωσκομεν οτι μενει εν ημιν εκ του πνευματος ου ημιν εδωκεν"
1 Juan,4,1,"Amados, no creáis a todo espíritu, sino probad los espíritus si son de Dios; porque muchos falsos profetas son salidos en el mundo. αγαπητοι μη παντι πνευματι πιστευετε αλλα δοκιμαζετε τα πνευματα ει εκ του θεου εστιν οτι πολλοι ψευδοπροφηται εξεληλυθασιν εις τον κοσμον"
1 Juan,4,2,En esto conoced el Espíritu de Dios: todo espíritu que confiesa que Jesucristo es venido en carne es de Dios: εν τουτω γινωσκετε το πνευμα του θεου παν πνευμα ο ομολογει ιησουν χριστον εν σαρκι εληλυθοτα εκ του θεου εστιν
1 Juan,4,3,"Y todo espíritu que no confiesa que Jesucristo es venido en carne, no es de Dios: y éste es el espíritu del anticristo, del cual vosotros habéis oído que ha de venir, y que ahora ya está en el mundo. και παν πνευμα ο μη ομολογει τον ιησουν εκ του θεου ουκ εστιν και τουτο εστιν το του αντιχριστου ο ακηκοατε οτι ερχεται και νυν εν τω κοσμω εστιν ηδη"
1 Juan,4,4,"Hijitos, vosotros sois de Dios, y los habéis vencido; porque el que en vosotros está, es mayor que el que está en el mundo. υμεις εκ του θεου εστε τεκνια και νενικηκατε αυτους οτι μειζων εστιν ο εν υμιν η ο εν τω κοσμω"
1 Juan,4,5,"Ellos son del mundo; por eso hablan del mundo, y el mundo los oye. αυτοι εκ του κοσμου εισιν δια τουτο εκ του κοσμου λαλουσιν και ο κοσμος αυτων ακουει"
1 Juan,4,6,"Nosotros somos de Dios: el que conoce a Dios, nos oye: el que no es de Dios, no nos oye. Por esto conocemos el espíritu de verdad y el espíritu de error. ημεις εκ του θεου εσμεν ο γινωσκων τον θεον ακουει ημων ος ουκ εστιν εκ του θεου ουκ ακουει ημων εκ τουτου γινωσκομεν το πνευμα της αληθειας και το πνευμα της πλανης"
1 Juan,4,7,"Carísimos, amémonos unos a otros; porque el amor es de Dios. Cualquiera que ama, es nacido de Dios, y conoce a Dios. αγαπητοι αγαπωμεν αλληλους οτι η αγαπη εκ του θεου εστιν και πας ο αγαπων εκ του θεου γεγεννηται και γινωσκει τον θεον"
1 Juan,4,8,"El que no ama, no conoce a Dios; porque Dios es amor. ο μη αγαπων ουκ εγνω τον θεον οτι ο θεος αγαπη εστιν"
1 Juan,4,9,"En esto se mostró el amor de Dios para con nosotros, en que Dios envió a su Hijo unigénito al mundo, para que vivamos por él. εν τουτω εφανερωθη η αγαπη του θεου εν ημιν οτι τον υιον αυτου τον μονογενη απεσταλκεν ο θεος εις τον κοσμον ινα ζησωμεν δι αυτου"
1 Juan,4,10,"En esto consiste el amor: no que nosotros hayamos amado a Dios, sino que él nos amó a nosotros, y ha enviado a su Hijo en propiciación por nuestros pecados. εν τουτω εστιν η αγαπη ουχ οτι ημεις ηγαπηκαμεν τον θεον αλλ οτι αυτος ηγαπησεν ημας και απεστειλεν τον υιον αυτου ιλασμον περι των αμαρτιων ημων"
1 Juan,4,11,"Amados, si Dios así nos ha amado, debemos también nosotros amarnos unos a otros. αγαπητοι ει ουτως ο θεος ηγαπησεν ημας και ημεις οφειλομεν αλληλους αγαπαν"
1 Juan,4,12,"Ninguno vió jamás a Dios. Si nos amamos unos a otros, Dios está en nosotros, y su amor es perfecto en nosotros: θεον ουδεις πωποτε τεθεαται εαν αγαπωμεν αλληλους ο θεος εν ημιν μενει και η αγαπη αυτου τετελειωμενη εν ημιν εστιν"
1 Juan,4,13,"En esto conocemos que estamos en él, y él en nosotros, en que nos ha dado de su Espíritu. εν τουτω γινωσκομεν οτι εν αυτω μενομεν και αυτος εν ημιν οτι εκ του πνευματος αυτου δεδωκεν ημιν"
1 Juan,4,14,Y nosotros hemos visto y testificamos que el Padre ha enviado al Hijo para ser Salvador del mundo. και ημεις τεθεαμεθα και μαρτυρουμεν οτι ο πατηρ απεσταλκεν τον υιον σωτηρα του κοσμου
1 Juan,4,15,"Cualquiera que confesare que Jesús es el Hijo de Dios, Dios está en él, y él en Dios. ος εαν ομολογηση οτι ιησους [χριστος] εστιν ο υιος του θεου ο θεος εν αυτω μενει και αυτος εν τω θεω"
1 Juan,4,16,"Y nosotros hemos conocido y creído el amor que Dios tiene para con nosotros. Dios es amor; y el que vive en amor, vive en Dios, y Dios en él. και ημεις εγνωκαμεν και πεπιστευκαμεν την αγαπην ην εχει ο θεος εν ημιν ο θεος αγαπη εστιν και ο μενων εν τη αγαπη εν τω θεω μενει και ο θεος εν αυτω [μενει]"
1 Juan,4,17,"En esto es perfecto el amor con nosotros, para que tengamos confianza en el día del juicio; pues como él es, así somos nosotros en este mundo. εν τουτω τετελειωται η αγαπη μεθ ημων ινα παρρησιαν εχωμεν εν τη ημερα της κρισεως οτι καθως εκεινος εστιν και ημεις εσμεν εν τω κοσμω τουτω"
1 Juan,4,18,"En amor no hay temor; mas el perfecto amor echa fuera el temor: porque el temor tiene pena. De donde el que teme, no está perfecto en el amor. φοβος ουκ εστιν εν τη αγαπη αλλ η τελεια αγαπη εξω βαλλει τον φοβον οτι ο φοβος κολασιν εχει ο δε φοβουμενος ου τετελειωται εν τη αγαπη"
1 Juan,4,19,"Nosotros le amamos a él, porque él nos amó primero. ημεις αγαπωμεν οτι αυτος πρωτος ηγαπησεν ημας"
1 Juan,4,20,"Si alguno dice, Yo amo a Dios, y aborrece a su hermano, es mentiroso. Porque el que no ama a su hermano al cual ha visto, ¿cómo puede amar a Dios a quien no ha visto? εαν τις ειπη οτι αγαπω τον θεον και τον αδελφον αυτου μιση ψευστης εστιν ο γαρ μη αγαπων τον αδελφον αυτου ον εωρακεν τον θεον ον ουχ εωρακεν ου δυναται αγαπαν"
1 Juan,4,21,"Y nosotros tenemos este mandamiento de él: Que el que ama a Dios, ame también a su hermano. και ταυτην την εντολην εχομεν απ αυτου ινα ο αγαπων τον θεον αγαπα και τον αδελφον αυτου"
1 Juan,5,1,"Todo aquel que cree que Jesús es el Cristo, es nacido de Dios: y cualquiera que ama al que ha engendrado, ama también al que es nacido de él. πας ο πιστευων οτι ιησους εστιν ο χριστος εκ του θεου γεγεννηται και πας ο αγαπων τον γεννησαντα αγαπα τον γεγεννημενον εξ αυτου"
1 Juan,5,2,"En esto conocemos que amamos a los hijos de Dios, cuando amamos a Dios, y guardamos sus mandamientos. εν τουτω γινωσκομεν οτι αγαπωμεν τα τεκνα του θεου οταν τον θεον αγαπωμεν και τας εντολας αυτου ποιωμεν"
1 Juan,5,3,"Porque este es el amor de Dios, que guardemos sus mandamientos; y sus mandamientos no son penosos. αυτη γαρ εστιν η αγαπη του θεου ινα τας εντολας αυτου τηρωμεν και αι εντολαι αυτου βαρειαι ουκ εισιν"
1 Juan,5,4,"Porque todo aquello que es nacido de Dios vence al mundo: y esta es la victoria que vence al mundo, nuestra fe. οτι παν το γεγεννημενον εκ του θεου νικα τον κοσμον και αυτη εστιν η νικη η νικησασα τον κοσμον η πιστις ημων"
1 Juan,5,5,"¿Quién es el que vence al mundo, sino el que cree que Jesús es el Hijo de Dios? τις εστιν [δε] ο νικων τον κοσμον ει μη ο πιστευων οτι ιησους εστιν ο υιος του θεου"
1 Juan,5,6,"Este es Jesucristo, que vino por agua y sangre: no por agua solamente, sino por agua y sangre. Y el Espíritu es el que da testimonio: porque el Espírtiu es la verdad. ουτος εστιν ο ελθων δι υδατος και αιματος ιησους χριστος ουκ εν τω υδατι μονον αλλ εν τω υδατι και εν τω αιματι και το πνευμα εστιν το μαρτυρουν οτι το πνευμα εστιν η αληθεια"
1 Juan,5,7,"Porque tres son los que dan testimonio en el cielo, el Padre, el Verbo, y el Espíritu Santo: y estos tres son uno. οτι τρεις εισιν οι μαρτυρουντες"
1 Juan,5,8,"Y tres son los que dan testimonio en la tierra, el Espíritu, y el agua, y la sangre: y estos tres concuerdan en uno. το πνευμα και το υδωρ και το αιμα και οι τρεις εις το εν εισιν"
1 Juan,5,9,"Si recibimos el testimonio de los hombres, el testimonio de Dios es mayor; porque éste es el testimonio de Dios, que ha testificado de su Hijo. ει την μαρτυριαν των ανθρωπων λαμβανομεν η μαρτυρια του θεου μειζων εστιν οτι αυτη εστιν η μαρτυρια του θεου οτι μεμαρτυρηκεν περι του υιου αυτου"
1 Juan,5,10,"El que cree en el Hijo de Dios, tiene el testimonio en sí mismo: el que no cree a Dios, le ha hecho mentiroso; porque no ha creído en el testimonio que Dios ha testificado de su Hijo. ο πιστευων εις τον υιον του θεου εχει την μαρτυριαν εν αυτω ο μη πιστευων τω θεω ψευστην πεποιηκεν αυτον οτι ου πεπιστευκεν εις την μαρτυριαν ην μεμαρτυρηκεν ο θεος περι του υιου αυτου"
1 Juan,5,11,Y este es el testimonio: Que Dios nos ha dado vida eterna; y esta vida está en su Hijo. και αυτη εστιν η μαρτυρια οτι ζωην αιωνιον εδωκεν ο θεος ημιν και αυτη η ζωη εν τω υιω αυτου εστιν
1 Juan,5,12,"El que tiene al Hijo, tiene al vida: el que no tiene la Hijo de Dios, no tiene la vida. ο εχων τον υιον εχει την ζωην ο μη εχων τον υιον του θεου την ζωην ουκ εχει"
1 Juan,5,13,"Estas cosas he escrito a vosotros que creéis en el nombre del Hijo de Dios, para que sepáis que tenéis vida eterna, y para que creáis en el nombre del Hijo de Dios. ταυτα εγραψα υμιν ινα ειδητε οτι ζωην εχετε αιωνιον τοις πιστευουσιν εις το ονομα του υιου του θεου"
1 Juan,5,14,"Y esta es la confianza que tenemos en él, que si demandáremos alguna cosa conforme a su voluntad, él nos oye. και αυτη εστιν η παρρησια ην εχομεν προς αυτον οτι εαν τι αιτωμεθα κατα το θελημα αυτου ακουει ημων"
1 Juan,5,15,"Y si sabemos que él nos oye en cualquiera cosa que demandáremos, sabemos que tenemos las peticiones que le hubiéremos demandado. και εαν οιδαμεν οτι ακουει ημων ο εαν αιτωμεθα οιδαμεν οτι εχομεν τα αιτηματα α ητηκαμεν απ αυτου"
1 Juan,5,16,"Si alguno viere cometer a su hermano pecado no de muerte, demandará y se le dará vida; digo a los que pecan no de muerte. Hay pecado de muerte, por el cual yo no digo que ruegue. εαν τις ιδη τον αδελφον αυτου αμαρτανοντα αμαρτιαν μη προς θανατον αιτησει και δωσει αυτω ζωην τοις αμαρτανουσιν μη προς θανατον εστιν αμαρτια προς θανατον ου περι εκεινης λεγω ινα ερωτηση"
1 Juan,5,17,Toda maldad es pecado; mas hay pecado no de muerte. πασα αδικια αμαρτια εστιν και εστιν αμαρτια ου προς θανατον
1 Juan,5,18,"Sabemos que cualquiera que es nacido de Dios, no peca; mas el que es engendrado de Dios, se guarda a sí mismo, y el maligno no le toca. οιδαμεν οτι πας ο γεγεννημενος εκ του θεου ουχ αμαρτανει αλλ ο γεννηθεις εκ του θεου τηρει αυτον και ο πονηρος ουχ απτεται αυτου"
