Libro,Capítulo,Versículo,Texto
2 Corintios,1,11,"ayudándonos también vosotros con oración por nosotros, para que por la merced hecha a nos por respeto de muchos, por muchos sean hechas gracias por nosotros. συνυπουργουντων και υμων υπερ ημων τη δεησει ινα εκ πολλων προσωπων το εις ημας χαρισμα δια πολλων ευχαριστηθη υπερ ημων"
2 Corintios,1,12,"Porque nuestra gloria es esta: el testimonio de nuestra conciencia, que con simplicidad y sinceridad de Dios, no con sabiduría carnal, mas con la gracia de Dios, hemos conversado en el mundo, y muy más con vosotros. η γαρ καυχησις ημων αυτη εστιν το μαρτυριον της συνειδησεως ημων οτι εν αγιοτητι και ειλικρινεια του θεου [και] ουκ εν σοφια σαρκικη αλλ εν χαριτι θεου ανεστραφημεν εν τω κοσμω περισσοτερως δε προς υμας"
2 Corintios,1,13,"Porque no os escribimos otras cosas de las que leéis, o también conocéis: y espero que aun hasta el fin las conoceréis: ου γαρ αλλα γραφομεν υμιν αλλ η α αναγινωσκετε η και επιγινωσκετε ελπιζω δε οτι εως τελους επιγνωσεσθε"
2 Corintios,1,14,"Como también en parte habéis conocido que somos vuestra gloria, así como también vosotros la nuestra, para el día del Señor Jesús. καθως και επεγνωτε ημας απο μερους οτι καυχημα υμων εσμεν καθαπερ και υμεις ημων εν τη ημερα του κυριου ημων ιησου"
2 Corintios,1,15,"Y con esta confianza quise primero ir a vosotros, para que tuvieseis una segunda gracia; και ταυτη τη πεποιθησει εβουλομην προτερον προς υμας ελθειν ινα δευτεραν χαραν σχητε"
2 Corintios,1,16,"y por vosotros pasar a Macedonia, y de Macedonia venir otra vez a vosotros, y ser vuelto de vosotros a Judea. και δι υμων διελθειν εις μακεδονιαν και παλιν απο μακεδονιας ελθειν προς υμας και υφ υμων προπεμφθηναι εις την ιουδαιαν"
2 Corintios,1,17,"Así que, pretendiendo esto, ¿usé quizá de liviandad? o lo que pienso hacer, ¿piénsolo según la carne, para que haya en mí Sí y No? τουτο ουν βουλομενος μητι αρα τη ελαφρια εχρησαμην η α βουλευομαι κατα σαρκα βουλευομαι ινα η παρ εμοι το ναι ναι και το ου ου"
2 Corintios,1,18,"Antes, Dios fiel sabe que nuestra palabra para con vosotros no es Sí y No. πιστος δε ο θεος οτι ο λογος ημων ο προς υμας ουκ εστιν ναι και ου"
2 Corintios,1,19,"Porque el Hijo de Dios, Jesucristo, que por nosotros ha sido entre vosotros predicado, por mí y Silvano y Timoteo, no ha sido Sí y No; mas ha sido Sí en él. ο του θεου γαρ υιος χριστος ιησους ο εν υμιν δι ημων κηρυχθεις δι εμου και σιλουανου και τιμοθεου ουκ εγενετο ναι και ου αλλα ναι εν αυτω γεγονεν"
2 Corintios,1,20,"Porque todas las promesas de Dios son en él Sí, y en él Amén, por nosotros a gloria de Dios. οσαι γαρ επαγγελιαι θεου εν αυτω το ναι διο και δι αυτου το αμην τω θεω προς δοξαν δι ημων"
2 Corintios,1,21,"Y el que nos confirma con vosotros en Cristo, y el que nos ungió, es Dios; ο δε βεβαιων ημας συν υμιν εις χριστον και χρισας ημας θεος"
2 Corintios,1,22,"el cual también nos ha sellado, y dado la prenda del Espíritu en nuestros corazones. [ο] και σφραγισαμενος ημας και δους τον αρραβωνα του πνευματος εν ταις καρδιαις ημων"
2 Corintios,1,23,"Mas yo llamo a Dios por testigo sobre mi alma, que por ser indulgente con vosotros no he pasado todavía a Corinto. εγω δε μαρτυρα τον θεον επικαλουμαι επι την εμην ψυχην οτι φειδομενος υμων ουκετι ηλθον εις κορινθον"
2 Corintios,1,24,"No que nos enseñoreemos de vuestra fe, mas somos ayudadores de vuestro gozo: porque por la fe estáis firmes. ουχ οτι κυριευομεν υμων της πιστεως αλλα συνεργοι εσμεν της χαρας υμων τη γαρ πιστει εστηκατε"
2 Corintios,2,1,"Esto pues determiné para conmigo, no venir otra vez a vosotros con tristeza. εκρινα γαρ εμαυτω τουτο το μη παλιν εν λυπη προς υμας ελθειν"
2 Corintios,2,2,"Porque si yo os contristo, ¿quién será luego el que me alegrará, sino aquel a quien yo contristare? ει γαρ εγω λυπω υμας και τις ο ευφραινων με ει μη ο λυπουμενος εξ εμου"
2 Corintios,2,3,"Y esto mismo os escribí, porque cuando llegare no tenga tristeza sobre tristeza de los que me debiera gozar; confiando en vosotros todos que mi gozo es el de todos vosotros. και εγραψα τουτο αυτο ινα μη ελθων λυπην σχω αφ ων εδει με χαιρειν πεποιθως επι παντας υμας οτι η εμη χαρα παντων υμων εστιν"
2 Corintios,2,4,"Porque por la mucha tribulación y angustia del corazón os escribí con muchas lágrimas; no para que fueseis contristados, mas para que supieseis cuánto más amor tengo para con vosotros. εκ γαρ πολλης θλιψεως και συνοχης καρδιας εγραψα υμιν δια πολλων δακρυων ουχ ινα λυπηθητε αλλα την αγαπην ινα γνωτε ην εχω περισσοτερως εις υμας"
2 Corintios,2,5,"Que si alguno me contristó, no me contristó a mí, sino en parte, por no cargaros, a todos vosotros. ει δε τις λελυπηκεν ουκ εμε λελυπηκεν αλλα απο μερους ινα μη επιβαρω παντας υμας"
2 Corintios,2,6,Bástale al tal esta reprensión hecha de muchos; ικανον τω τοιουτω η επιτιμια αυτη η υπο των πλειονων
2 Corintios,2,7,"así que, al contrario, vosotros más bien lo perdonéis y consoléis, porque no sea el tal consumido de demasiada tristeza. ωστε τουναντιον υμας χαρισασθαι και παρακαλεσαι μη πως τη περισσοτερα λυπη καταποθη ο τοιουτος"
2 Corintios,2,8,Por lo cual os ruego que confirméis el amor para con él. διο παρακαλω υμας κυρωσαι εις αυτον αγαπην
2 Corintios,2,9,"Porque también por este fin os escribí, para tener experiencia de vosotros si sois obedientes en todo. εις τουτο γαρ και εγραψα ινα γνω την δοκιμην υμων ει εις παντα υπηκοοι εστε"
2 Corintios,2,10,"Y al que vosotros perdonareis, yo también: porque también yo lo que he perdonado, si algo he perdonado, por vosotros lo he hecho en persona de Cristo; ω δε τι χαριζεσθε καγω και γαρ εγω ο κεχαρισμαι ει τι κεχαρισμαι δι υμας εν προσωπω χριστου"
2 Corintios,2,11,porque no seamos engañados de Satanás: pues no ignoramos sus maquinaciones. ινα μη πλεονεκτηθωμεν υπο του σατανα ου γαρ αυτου τα νοηματα αγνοουμεν
2 Corintios,2,12,"Cuando vine a Troas para el evangelio de Cristo, aunque me fué abierta puerta en el Señor, ελθων δε εις την τρωαδα εις το ευαγγελιον του χριστου και θυρας μοι ανεωγμενης εν κυριω"
2 Corintios,2,13,"no tuve reposo en mi espíritu, por no haber hallado a Tito mi hermano: así, despidiéndome de ellos, partí para Macedonia. ουκ εσχηκα ανεσιν τω πνευματι μου τω μη ευρειν με τιτον τον αδελφον μου αλλα αποταξαμενος αυτοις εξηλθον εις μακεδονιαν"
2 Corintios,2,14,"Mas a Dios gracias, el cual hace que siempre triunfemos en Cristo Jesús, y manifiesta el olor de su conocimiento por nosotros en todo lugar. τω δε θεω χαρις τω παντοτε θριαμβευοντι ημας εν τω χριστω και την οσμην της γνωσεως αυτου φανερουντι δι ημων εν παντι τοπω"
2 Corintios,2,15,"Porque para Dios somos buen olor de Cristo en los que se salvan, y en los que se pierden: οτι χριστου ευωδια εσμεν τω θεω εν τοις σωζομενοις και εν τοις απολλυμενοις"
2 Corintios,2,16,a éstos ciertamente olor de muerte para muerte; y a aquéllos olor de vida para vida. Y para estas cosas ¿quién es suficiente? οις μεν οσμη εκ θανατου εις θανατον οις δε οσμη εκ ζωης εις ζωην και προς ταυτα τις ικανος
2 Corintios,2,17,"Porque no somos como muchos, mercaderes falsos de la palabra de Dios: antes con sinceridad, como de Dios, delante de Dios, hablamos en Cristo. ου γαρ εσμεν ως οι πολλοι καπηλευοντες τον λογον του θεου αλλ ως εξ ειλικρινειας αλλ ως εκ θεου κατεναντι θεου εν χριστω λαλουμεν"
2 Corintios,3,1,"¿Comenzamos otra vez a alabarnos a nosotros mismos? ¿ó tenemos necesidad, como algunos, de letras de recomendación para vosotros, o de recomendación de vosotros? αρχομεθα παλιν εαυτους συνιστανειν η μη χρηζομεν ως τινες συστατικων επιστολων προς υμας η εξ υμων"
2 Corintios,3,2,"Nuestras letras sois vosotros, escritas en nuestros corazones, sabidas y leídas de todos los hombres; η επιστολη ημων υμεις εστε εγγεγραμμενη εν ταις καρδιαις ημων γινωσκομενη και αναγινωσκομενη υπο παντων ανθρωπων"
2 Corintios,3,3,"siendo manifiesto que sois letra de Cristo administrada de nosotros, escrita no con tinta, mas con el Espíritu del Dios vivo; no en tablas de piedra, sino en tablas de carne del corazón. φανερουμενοι οτι εστε επιστολη χριστου διακονηθεισα υφ ημων εγγεγραμμενη ου μελανι αλλα πνευματι θεου ζωντος ουκ εν πλαξιν λιθιναις αλλ εν πλαξιν καρδιαις σαρκιναις"
2 Corintios,3,4,Y tal confianza tenemos por Cristo para con Dios: πεποιθησιν δε τοιαυτην εχομεν δια του χριστου προς τον θεον
2 Corintios,3,5,"No que seamos suficientes de nosotros mismos para pensar algo como de nosotros mismos, sino que nuestra suficiencia es de Dios; ουχ οτι αφ εαυτων ικανοι εσμεν λογισασθαι τι ως εξ εαυτων αλλ η ικανοτης ημων εκ του θεου"
2 Corintios,3,6,"el cual asimismo nos hizo ministros suficientes de un nuevo pacto: no de la letra, mas del espíritu; porque la letra mata, mas el espíritu vivifica. ος και ικανωσεν ημας διακονους καινης διαθηκης ου γραμματος αλλα πνευματος το γαρ γραμμα αποκτεινει το δε πνευμα ζωοποιει"
2 Corintios,3,7,"Y si el ministerio de muerte en la letra grabado en piedras, fué con gloria, tanto que los hijos de Israel no pudiesen poner los ojos en la faz de Moisés a causa de la gloria de su rostro, la cual había de perecer, ει δε η διακονια του θανατου εν γραμμασιν εντετυπωμενη λιθοις εγενηθη εν δοξη ωστε μη δυνασθαι ατενισαι τους υιους ισραηλ εις το προσωπον μωυσεως δια την δοξαν του προσωπου αυτου την καταργουμενην"
2 Corintios,3,8,¿Cómo no será más bien con gloria el ministerio del espíritu? πως ουχι μαλλον η διακονια του πνευματος εσται εν δοξη
2 Corintios,3,9,"Porque si el ministerio de condenación fué con gloria, mucho más abundará en gloria el ministerio de justicia. ει γαρ η διακονια της κατακρισεως δοξα πολλω μαλλον περισσευει η διακονια της δικαιοσυνης δοξη"
2 Corintios,3,10,"Porque aun lo que fué glorioso, no es glorioso en esta parte, en comparación de la excelente gloria. και γαρ ου δεδοξασται το δεδοξασμενον εν τουτω τω μερει εινεκεν της υπερβαλλουσης δοξης"
2 Corintios,3,11,"Porque si lo que perece tuvo gloria, mucho más será en gloria lo que permanece. ει γαρ το καταργουμενον δια δοξης πολλω μαλλον το μενον εν δοξη"
2 Corintios,3,12,"Así que, teniendo tal esperanza, hablamos con mucha confianza; εχοντες ουν τοιαυτην ελπιδα πολλη παρρησια χρωμεθα"
2 Corintios,3,13,"y no como Moisés, que ponía un velo sobre su faz, para que los hijos de Israel no pusiesen los ojos en el fin de lo que había de ser abolido. και ου καθαπερ μωυσης ετιθει καλυμμα επι το προσωπον αυτου προς το μη ατενισαι τους υιους ισραηλ εις το τελος του καταργουμενου"
2 Corintios,3,14,"Empero los sentidos de ellos se embotaron; porque hasta el día de hoy les queda el mismo velo no descubierto en la lección del antiguo testamento, el cual por Cristo es quitado. αλλα επωρωθη τα νοηματα αυτων αχρι γαρ της σημερον ημερας το αυτο καλυμμα επι τη αναγνωσει της παλαιας διαθηκης μενει μη ανακαλυπτομενον οτι εν χριστω καταργειται"
2 Corintios,3,15,"Y aun hasta el día de hoy, cuando Moisés es leído, el velo está puesto sobre el corazón de ellos. αλλ εως σημερον ηνικα αν αναγινωσκηται μωυσης καλυμμα επι την καρδιαν αυτων κειται"
2 Corintios,3,16,"Mas cuando se convirtieren al Señor, el velo se quitará. ηνικα δε εαν επιστρεψη προς κυριον περιαιρειται το καλυμμα"
2 Corintios,3,17,"Porque el Señor es el Espíritu; y donde hay el Espíritu del Señor, allí hay libertad. ο δε κυριος το πνευμα εστιν ου δε το πνευμα κυριου ελευθερια"
2 Corintios,3,18,"Por tanto, nosotros todos, mirando a cara descubierta como en un espejo la gloria del Señor, somos transformados de gloria en gloria en la misma semejanza, como por el Espíritu del Señor. ημεις δε παντες ανακεκαλυμμενω προσωπω την δοξαν κυριου κατοπτριζομενοι την αυτην εικονα μεταμορφουμεθα απο δοξης εις δοξαν καθαπερ απο κυριου πνευματος"
2 Corintios,4,1,"Por lo cual teniendo nosotros esta administración según la misericordia que hemos alcanzado, no desmayamos; δια τουτο εχοντες την διακονιαν ταυτην καθως ηλεηθημεν ουκ εγκακουμεν"
2 Corintios,4,2,"antes quitamos los escondrijos de vergüenza, no andando con astucia, ni adulterando la palabra de Dios, sino por manifestación de la verdad encomendándonos a nosotros mismos a toda conciencia humana delante de Dios. αλλα απειπαμεθα τα κρυπτα της αισχυνης μη περιπατουντες εν πανουργια μηδε δολουντες τον λογον του θεου αλλα τη φανερωσει της αληθειας συνιστανοντες εαυτους προς πασαν συνειδησιν ανθρωπων ενωπιον του θεου"
2 Corintios,4,3,"Que si nuestro evangelio está aún encubierto, entre los que se pierden está encubierto: ει δε και εστιν κεκαλυμμενον το ευαγγελιον ημων εν τοις απολλυμενοις εστιν κεκαλυμμενον"
2 Corintios,4,4,"En los cuales el dios de este siglo cegó los entendimientos de los incrédulos, para que no les resplandezca la lumbre del evangelio de la gloria de Cristo, el cual es la imagen de Dios. εν οις ο θεος του αιωνος τουτου ετυφλωσεν τα νοηματα των απιστων εις το μη αυγασαι τον φωτισμον του ευαγγελιου της δοξης του χριστου ος εστιν εικων του θεου"
2 Corintios,4,5,"Porque no nos predicamos a nosotros mismos, sino a Jesucristo, el Señor; y nosotros vuestros siervos por Jesús. ου γαρ εαυτους κηρυσσομεν αλλα χριστον ιησουν κυριον εαυτους δε δουλους υμων δια ιησουν"
2 Corintios,4,6,"Porque Dios, que mandó que de las tinieblas resplandeciese la luz, es el que resplandeció en nuestros corazones, para iluminación del conocimiento de la gloria de Dios en la faz de Jesucristo. οτι ο θεος ο ειπων εκ σκοτους φως λαμψει ος ελαμψεν εν ταις καρδιαις ημων προς φωτισμον της γνωσεως της δοξης του θεου εν προσωπω χριστου"
2 Corintios,4,7,"Tenemos empero este tesoro en vasos de barro, para que la alteza del poder sea de Dios, y no de nosotros: εχομεν δε τον θησαυρον τουτον εν οστρακινοις σκευεσιν ινα η υπερβολη της δυναμεως η του θεου και μη εξ ημων"
2 Corintios,4,8,"Estando atribulados en todo, mas no angustiados; en apuros, mas no desesperamos; εν παντι θλιβομενοι αλλ ου στενοχωρουμενοι απορουμενοι αλλ ουκ εξαπορουμενοι"
2 Corintios,4,9,"perseguidos, mas no desamparados; abatidos, mas no perecemos; διωκομενοι αλλ ουκ εγκαταλειπομενοι καταβαλλομενοι αλλ ουκ απολλυμενοι"
2 Corintios,4,10,"llevando siempre por todas partes la muerte de Jesús en el cuerpo, para que también la vida de Jesús sea manifestada en nuestros cuerpos. παντοτε την νεκρωσιν του ιησου εν τω σωματι περιφεροντες ινα και η ζωη του ιησου εν τω σωματι ημων φανερωθη"
2 Corintios,4,11,"Porque nosotros que vivimos, siempre estamos entregados a muerte por Jesús, para que también la vida de Jesús sea manifestada en nuestra carne mortal. αει γαρ ημεις οι ζωντες εις θανατον παραδιδομεθα δια ιησουν ινα και η ζωη του ιησου φανερωθη εν τη θνητη σαρκι ημων"
2 Corintios,4,12,"De manera que la muerte obra en nosotros, y en vosotros la vida. ωστε ο θανατος εν ημιν ενεργειται η δε ζωη εν υμιν"
2 Corintios,4,13,"Empero teniendo el mismo espíritu de fe, conforme a lo que está escrito: Creí, por lo cual también hablé: nosotros también creemos, por lo cual también hablamos; εχοντες δε το αυτο πνευμα της πιστεως κατα το γεγραμμενον επιστευσα διο ελαλησα και ημεις πιστευομεν διο και λαλουμεν"
2 Corintios,4,14,"estando ciertos que el que levantó al Señor Jesús, a nosotros también nos levantará por Jesús, y nos pondrá con vosotros. ειδοτες οτι ο εγειρας τον [κυριον] ιησουν και ημας συν ιησου εγερει και παραστησει συν υμιν"
2 Corintios,4,15,"Porque todas estas cosas padecemos por vosotros, para que abundando la gracia por muchos, en el hacimiento de gracias sobreabunde a gloria de Dios. τα γαρ παντα δι υμας ινα η χαρις πλεονασασα δια των πλειονων την ευχαριστιαν περισσευση εις την δοξαν του θεου"
2 Corintios,4,16,"Por tanto, no desmayamos: antes aunque este nuestro hombre exterior se va desgastando, el interior empero se renueva de día en día. διο ουκ εγκακουμεν αλλ ει και ο εξω ημων ανθρωπος διαφθειρεται αλλ ο εσω ημων ανακαινουται ημερα και ημερα"
2 Corintios,4,17,"Porque lo que al presente es momentáneo y leve de nuestra tribulación, nos obra un sobremanera alto y eterno peso de gloria; το γαρ παραυτικα ελαφρον της θλιψεως καθ υπερβολην εις υπερβολην αιωνιον βαρος δοξης κατεργαζεται ημιν"
2 Corintios,4,18,"no mirando nosotros a las cosas que se ven, sino a las que no se ven: porque las cosas que se ven son temporales, mas las que no se ven son eternas. μη σκοπουντων ημων τα βλεπομενα αλλα τα μη βλεπομενα τα γαρ βλεπομενα προσκαιρα τα δε μη βλεπομενα αιωνια"
2 Corintios,5,1,"Porque sabemos, que si la casa terrestre de nuestra habitación se deshiciere, tenemos de Dios un edificio, una casa no hecha de manos, eterna en los cielos. οιδαμεν γαρ οτι εαν η επιγειος ημων οικια του σκηνους καταλυθη οικοδομην εκ θεου εχομεν οικιαν αχειροποιητον αιωνιον εν τοις ουρανοις"
2 Corintios,5,2,"Y por esto también gemimos, deseando ser sobrevestidos de aquella nuestra habitación celestial; και γαρ εν τουτω στεναζομεν το οικητηριον ημων το εξ ουρανου επενδυσασθαι επιποθουντες"
2 Corintios,5,3,"puesto que en verdad habremos sido hallados vestidos, y no desnudos. ει γε και ενδυσαμενοι ου γυμνοι ευρεθησομεθα"
2 Corintios,5,4,"Porque asimismo los que estamos en este tabernáculo, gemimos agravados; porque no quisiéramos ser desnudados; sino sobrevestidos, para que lo mortal sea absorbido por la vida. και γαρ οι οντες εν τω σκηνει στεναζομεν βαρουμενοι εφ ω ου θελομεν εκδυσασθαι αλλ επενδυσασθαι ινα καταποθη το θνητον υπο της ζωης"
2 Corintios,5,5,"Mas el que nos hizo para esto mismo, es Dios; el cual nos ha dado la prenda del Espíritu. ο δε κατεργασαμενος ημας εις αυτο τουτο θεος ο δους ημιν τον αρραβωνα του πνευματος"
2 Corintios,5,6,"Así que vivimos confiados siempre, y sabiendo, que entre tanto que estamos en el cuerpo, peregrinamos ausentes del Señor; θαρρουντες ουν παντοτε και ειδοτες οτι ενδημουντες εν τω σωματι εκδημουμεν απο του κυριου"
2 Corintios,5,7,"(Porque por fe andamos, no por vista;) δια πιστεως γαρ περιπατουμεν ου δια ειδους"
2 Corintios,5,8,"mas confiamos, y más quisiéramos partir del cuerpo, y estar presentes al Señor. θαρρουμεν δε και ευδοκουμεν μαλλον εκδημησαι εκ του σωματος και ενδημησαι προς τον κυριον"
2 Corintios,5,9,"Por tanto procuramos también, o ausentes, o presentes, serle agradables: διο και φιλοτιμουμεθα ειτε ενδημουντες ειτε εκδημουντες ευαρεστοι αυτω ειναι"
2 Corintios,5,10,"Porque es menester que todos nosotros parezcamos ante el tribunal de Cristo, para que cada uno reciba según lo que hubiere hecho por medio del cuerpo, ora sea bueno o malo. τους γαρ παντας ημας φανερωθηναι δει εμπροσθεν του βηματος του χριστου ινα κομισηται εκαστος τα δια του σωματος προς α επραξεν ειτε αγαθον ειτε φαυλον"
2 Corintios,5,11,"Estando pues poseídos del temor del Señor, persuadimos a los hombres, mas a Dios somos manifiestos; y espero que también en vuestras conciencias somos manifiestos. ειδοτες ουν τον φοβον του κυριου ανθρωπους πειθομεν θεω δε πεφανερωμεθα ελπιζω δε και εν ταις συνειδησεσιν υμων πεφανερωσθαι"
2 Corintios,5,12,"No nos encomendamos pues otra vez a vosotros, sino os damos ocasión de gloriaros por nosotros, para que tengáis qué responder contra los que se glorían en las apariencias, y no en el corazón. ου παλιν εαυτους συνιστανομεν υμιν αλλα αφορμην διδοντες υμιν καυχηματος υπερ ημων ινα εχητε προς τους εν προσωπω καυχωμενους και μη εν καρδια"
2 Corintios,5,13,"Porque si loqueamos, es para Dios; y si estamos en seso, es para vosotros. ειτε γαρ εξεστημεν θεω ειτε σωφρονουμεν υμιν"
2 Corintios,5,14,"Porque el amor de Cristo nos constriñe, pensando esto: Que si uno murió por todos, luego todos son muertos; η γαρ αγαπη του χριστου συνεχει ημας κριναντας τουτο οτι εις υπερ παντων απεθανεν αρα οι παντες απεθανον"
2 Corintios,5,15,"y por todos murió, para que los que viven, ya no vivan para sí, mas para aquel que murió y resucitó por ellos. και υπερ παντων απεθανεν ινα οι ζωντες μηκετι εαυτοις ζωσιν αλλα τω υπερ αυτων αποθανοντι και εγερθεντι"
2 Corintios,5,16,"De manera que nosotros de aquí adelante a nadie conocemos según la carne: y aun si a Cristo conocimos según la carne, empero ahora ya no le conocemos. ωστε ημεις απο του νυν ουδενα οιδαμεν κατα σαρκα ει και εγνωκαμεν κατα σαρκα χριστον αλλα νυν ουκετι γινωσκομεν"
2 Corintios,5,17,"De modo que si alguno está en Cristo, nueva criatura es: las cosas viejas pasaron; he aquí todas son hechas nuevas. ωστε ει τις εν χριστω καινη κτισις τα αρχαια παρηλθεν ιδου γεγονεν καινα"
2 Corintios,5,18,"Y todo esto es de Dios, el cual nos reconcilió a sí por Cristo; y nos dió el ministerio de la reconciliación. τα δε παντα εκ του θεου του καταλλαξαντος ημας εαυτω δια χριστου και δοντος ημιν την διακονιαν της καταλλαγης"
2 Corintios,5,19,"Porque ciertamente Dios estaba en Cristo reconciliando el mundo a sí, no imputándole sus pecados, y puso en nosotros la palabra de la reconciliación. ως οτι θεος ην εν χριστω κοσμον καταλλασσων εαυτω μη λογιζομενος αυτοις τα παραπτωματα αυτων και θεμενος εν ημιν τον λογον της καταλλαγης"
2 Corintios,5,20,"Así que, somos embajadores en nombre de Cristo, como si Dios rogase por medio nuestro; os rogamos en nombre de Cristo: Reconciliaos con Dios. υπερ χριστου ουν πρεσβευομεν ως του θεου παρακαλουντος δι ημων δεομεθα υπερ χριστου καταλλαγητε τω θεω"
2 Corintios,5,21,"Al que no conoció pecado, hizo pecado por nosotros, para que nosotros fuésemos hechos justicia de Dios en él. τον μη γνοντα αμαρτιαν υπερ ημων αμαρτιαν εποιησεν ινα ημεις γενωμεθα δικαιοσυνη θεου εν αυτω"
2 Corintios,6,1,"Y así nosotros, como ayudadores juntamente con él, os exhortamos también a que no recibáis en vano la gracia de Dios, συνεργουντες δε και παρακαλουμεν μη εις κενον την χαριν του θεου δεξασθαι υμας"
2 Corintios,6,2,"en tiempo aceptable te he oído, Y en día de salud te he socorrido: he aquí ahora el tiempo aceptable; he aquí ahora el día de salud: λεγει γαρ καιρω δεκτω επηκουσα σου και εν ημερα σωτηριας εβοηθησα σοι ιδου νυν καιρος ευπροσδεκτος ιδου νυν ημερα σωτηριας"
2 Corintios,6,3,"No dando a nadie ningún escándalo, porque el ministerio nuestro no sea vituperado: μηδεμιαν εν μηδενι διδοντες προσκοπην ινα μη μωμηθη η διακονια"
2 Corintios,6,4,"Antes habiéndonos en todas cosas como ministros de Dios, en mucha paciencia, en tribulaciones, en necesidades, en angustias; αλλ εν παντι συνιστανοντες εαυτους ως θεου διακονοι εν υπομονη πολλη εν θλιψεσιν εν αναγκαις εν στενοχωριαις"
2 Corintios,6,5,"en azotes, en cárceles, en alborotos, en trabajos, en vigilias, en ayunos; εν πληγαις εν φυλακαις εν ακαταστασιαις εν κοποις εν αγρυπνιαις εν νηστειαις"
2 Corintios,6,6,"en castidad, en ciencia, en longanimidad, en bondad, en Espíritu Santo, en amor no fingido; εν αγνοτητι εν γνωσει εν μακροθυμια εν χρηστοτητι εν πνευματι αγιω εν αγαπη ανυποκριτω"
2 Corintios,6,7,"en palabra de verdad, en potencia de Dios, en armas de justicia a diestro y a siniestro; εν λογω αληθειας εν δυναμει θεου δια των οπλων της δικαιοσυνης των δεξιων και αριστερων"
2 Corintios,6,8,"Por honra y por deshonra, por infamia y por buena fama; como engañadores, mas hombres de verdad; δια δοξης και ατιμιας δια δυσφημιας και ευφημιας ως πλανοι και αληθεις"
2 Corintios,6,9,"como ignorados, mas conocidos; como muriendo, mas he aquí vivimos; como castigados, mas no muertos; ως αγνοουμενοι και επιγινωσκομενοι ως αποθνησκοντες και ιδου ζωμεν ως παιδευομενοι και μη θανατουμενοι"
2 Corintios,6,10,"como doloridos, mas siempre gozosos; como pobres, mas enriqueciendo a muchos; como no teniendo nada, mas poseyéndolo todo. ως λυπουμενοι αει δε χαιροντες ως πτωχοι πολλους δε πλουτιζοντες ως μηδεν εχοντες και παντα κατεχοντες"
